id,as_of_time,device_id,name,gender,age,country,city,phone,tags,register_time,login_time,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_item_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_expose_count_5m,event_value_sum_5m,event_expose_count_1h,event_value_sum_1h,event_expose_count_24h,event_value_sum_24h,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
user_10,1787098340,device_10,user_10,0,30,CN,city_1,phone_10,"category_47,category_56,category_57,tag_30,tag_63,tag_57,tag_16",1780259735,1787554267,"{""interest_categories"":[""category_47"",""category_56"",""category_57""],""activity"":0.2887}",7.0,7.0,1.0,7.0,3.0,7.0,1785044057.0,1786222303.0,876037.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
user_11,1787098340,device_11,user_11,1,28,CN,city_3,phone_11,"category_42,category_9,category_30,tag_71,tag_124,tag_54,tag_33",1753283324,1787189167,"{""interest_categories"":[""category_42"",""category_9"",""category_30""],""activity"":0.3861}",17.0,147.967,8.70394117647059,10.0,3.0,13.0,1785069277.0,1786761803.0,336537.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.0,0.0,0.0,3.0,0.07142857142857142
user_12,1787098340,device_12,user_12,0,27,JP,city_14,phone_12,"category_55,category_45,category_54,tag_105,tag_119,tag_13,tag_25",1775616526,1787173626,"{""interest_categories"":[""category_55"",""category_45"",""category_54""],""activity"":0.1172}",8.0,14.112,1.764,5.0,3.0,6.0,1785118493.0,1786681080.0,417260.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0
user_13,1787098340,device_13,user_13,1,40,CN,city_12,phone_13,"category_31,category_9,category_56,tag_25,tag_12,tag_3,tag_23",1781089045,1787443366,"{""interest_categories"":[""category_31"",""category_9"",""category_56""],""activity"":0.1958}",9.0,97.363,10.818111111111111,5.0,3.0,6.0,1785208987.0,1786708024.0,390316.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.14285714285714285
user_14,1787098340,device_14,user_14,0,19,CN,city_18,phone_14,"category_33,category_58,category_36,tag_108,tag_124,tag_39,tag_48",1734828210,1787287162,"{""interest_categories"":[""category_33"",""category_58"",""category_36""],""activity"":0.1793}",10.0,129.404,12.9404,4.0,3.0,6.0,1785610601.0,1786503434.0,594906.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,3.0,0.14285714285714285
user_15,1787098340,device_15,user_15,1,42,JP,city_8,phone_15,"category_61,category_20,category_7,tag_20,tag_47,tag_17,tag_60",1782356983,1787530035,"{""interest_categories"":[""category_61"",""category_20"",""category_7""],""activity"":0.2253}",12.0,58.58,4.881666666666667,7.0,3.0,9.0,1785338618.0,1786882472.0,215868.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,1.0,0.18181818181818182
user_16,1787098340,device_16,user_16,0,50,US,city_16,phone_16,"category_26,category_40,category_30,tag_67,tag_101,tag_33,tag_76",1778314372,1787539181,"{""interest_categories"":[""category_26"",""category_40"",""category_30""],""activity"":0.235}",33.0,257.332,7.7979393939393935,14.0,3.0,20.0,1785334190.0,1787086481.0,11859.0,2.0,4.0,33.0,0.0,0.0,0.0,0.0,1.0,18.13,5.0,20.0,0.0,1.0,7.0,0.2
user_17,1787098340,device_17,user_17,1,16,JP,city_3,phone_17,"category_33,category_16,category_44,tag_17,tag_62,tag_94,tag_72",1730860440,1787061366,"{""interest_categories"":[""category_33"",""category_16"",""category_44""],""activity"":0.1023}",27.0,248.723,9.211962962962964,13.0,3.0,18.0,1785131064.0,1786973012.0,125328.0,0.0,13.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,1.0,4.0,0.18181818181818182
user_18,1787098340,device_18,user_18,0,47,JP,city_1,phone_18,"category_17,category_33,category_14,tag_27,tag_39,tag_69,tag_72",1767308341,1787086041,"{""interest_categories"":[""category_17"",""category_33"",""category_14""],""activity"":0.4462}",9.0,11.947,1.3274444444444444,8.0,3.0,8.0,1785042361.0,1786759234.0,339106.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0
user_19,1787098340,device_19,user_19,1,16,CN,city_2,phone_19,"category_11,category_54,category_35,tag_11,tag_0,tag_85,tag_33",1756322417,1787027847,"{""interest_categories"":[""category_11"",""category_54"",""category_35""],""activity"":0.2805}",17.0,193.179,11.363470588235295,9.0,3.0,12.0,1785031082.0,1786588071.0,510269.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,4.0,0.07692307692307693
user_20,1787098340,device_20,user_20,0,59,US,city_3,phone_20,"category_19,category_4,category_47,tag_37,tag_110,tag_32,tag_10",1761011829,1787395719,"{""interest_categories"":[""category_19"",""category_4"",""category_47""],""activity"":0.1374}",13.0,36.927,2.8405384615384617,7.0,3.0,9.0,1785423941.0,1786876912.0,221428.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,1.0,1.0,0.18181818181818182
user_21,1787098340,device_21,user_21,1,33,US,city_3,phone_21,"category_45,category_52,category_19,tag_60,tag_41,tag_45,tag_105",1731186912,1787355778,"{""interest_categories"":[""category_45"",""category_52"",""category_19""],""activity"":0.0571}",19.0,213.292,11.225894736842106,10.0,3.0,12.0,1785057969.0,1787061769.0,36571.0,3.0,7.0,19.0,0.0,0.0,0.0,0.0,1.0,66.546,2.0,12.0,0.0,0.0,5.0,0.14285714285714285
user_22,1787098340,device_22,user_22,0,37,JP,city_2,phone_22,"category_48,category_4,category_60,tag_56,tag_51,tag_117,tag_89",1772063280,1787198179,"{""interest_categories"":[""category_48"",""category_4"",""category_60""],""activity"":0.2721}",20.0,191.507,9.57535,11.0,3.0,14.0,1785048082.0,1787043688.0,54652.0,1.0,4.0,20.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,14.0,0.0,0.0,6.0,0.0
user_23,1787098340,device_23,user_23,1,62,JP,city_13,phone_23,"category_35,category_44,category_51,tag_84,tag_7,tag_29,tag_66",1755860920,1787253521,"{""interest_categories"":[""category_35"",""category_44"",""category_51""],""activity"":0.1888}",11.0,34.464,3.133090909090909,9.0,3.0,10.0,1785033057.0,1787067384.0,30956.0,1.0,3.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0
user_24,1787098340,device_24,user_24,0,39,SG,city_2,phone_24,"category_14,category_49,category_24,tag_65,tag_11,tag_111,tag_0",1735562238,1787409394,"{""interest_categories"":[""category_14"",""category_49"",""category_24""],""activity"":0.2438}",11.0,47.062,4.278363636363636,7.0,3.0,9.0,1785284015.0,1786995970.0,102370.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,0.1
user_25,1787098340,device_25,user_25,1,55,JP,city_12,phone_25,"category_42,category_40,category_15,tag_76,tag_79,tag_104,tag_83",1759579992,1787433520,"{""interest_categories"":[""category_42"",""category_40"",""category_15""],""activity"":0.3769}",6.0,6.0,1.0,5.0,3.0,5.0,1785217426.0,1786645783.0,452557.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.16666666666666666
user_26,1787098340,device_26,user_26,0,58,CN,city_9,phone_26,"category_0,category_38,category_36,tag_53,tag_110,tag_82,tag_119",1731603683,1787438066,"{""interest_categories"":[""category_0"",""category_38"",""category_36""],""activity"":0.2561}",5.0,68.879,13.7758,3.0,2.0,3.0,1785926169.0,1787067511.0,30829.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0
user_27,1787098340,device_27,user_27,1,42,US,city_12,phone_27,"category_42,category_11,category_30,tag_79,tag_57,tag_50,tag_37",1780136581,1787138462,"{""interest_categories"":[""category_42"",""category_11"",""category_30""],""activity"":0.0469}",12.0,151.498,12.624833333333333,8.0,2.0,9.0,1785078290.0,1786445028.0,653312.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,3.0,0.0
user_28,1787098340,device_28,user_28,0,70,CN,city_14,phone_28,"category_63,category_51,category_31,tag_37,tag_1,tag_27,tag_108",1747617131,1787354697,"{""interest_categories"":[""category_63"",""category_51"",""category_31""],""activity"":0.1271}",10.0,12.65,1.2650000000000001,7.0,3.0,8.0,1785215464.0,1786808305.0,290035.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0
user_29,1787098340,device_29,user_29,1,65,SG,city_7,phone_29,"category_17,category_59,category_40,tag_113,tag_109,tag_114,tag_40",1742231266,1787325218,"{""interest_categories"":[""category_17"",""category_59"",""category_40""],""activity"":0.5122}",14.0,160.625,11.473214285714286,7.0,3.0,8.0,1785037820.0,1786533781.0,564559.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,5.0,0.1111111111111111
user_30,1787098340,device_30,user_30,0,61,US,city_2,phone_30,"category_35,category_56,category_9,tag_73,tag_60,tag_69,tag_85",1738453817,1787455773,"{""interest_categories"":[""category_35"",""category_56"",""category_9""],""activity"":0.3224}",14.0,69.577,4.969785714285714,7.0,3.0,9.0,1785307700.0,1786838737.0,259603.0,0.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,3.0,0.18181818181818182
user_31,1787098340,device_31,user_31,1,46,CN,city_11,phone_31,"category_53,category_52,category_42,tag_119,tag_106,tag_15,tag_52",1746390075,1787217142,"{""interest_categories"":[""category_53"",""category_52"",""category_42""],""activity"":0.7476}",9.0,100.473,11.163666666666666,4.0,3.0,6.0,1785298811.0,1786784310.0,314030.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.14285714285714285
user_32,1787098340,device_32,user_32,0,69,SG,city_4,phone_32,"category_38,category_49,category_53,tag_56,tag_124,tag_69,tag_111",1736425011,1787442939,"{""interest_categories"":[""category_38"",""category_49"",""category_53""],""activity"":0.2344}",11.0,85.55,7.777272727272727,8.0,3.0,8.0,1785340694.0,1787039048.0,59292.0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,0.0,0.0,2.0,0.1111111111111111
user_33,1787098340,device_33,user_33,1,33,SG,city_8,phone_33,"category_3,category_50,category_10,tag_109,tag_34,tag_118,tag_46",1733938740,1787218458,"{""interest_categories"":[""category_3"",""category_50"",""category_10""],""activity"":0.1021}",9.0,64.652,7.1835555555555555,7.0,3.0,7.0,1785250437.0,1786984786.0,113554.0,0.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.125
user_34,1787098340,device_34,user_34,0,55,US,city_7,phone_34,"category_10,category_60,category_2,tag_13,tag_89,tag_57,tag_17",1771645132,1787594631,"{""interest_categories"":[""category_10"",""category_60"",""category_2""],""activity"":0.3647}",9.0,81.931,9.103444444444444,4.0,3.0,6.0,1785419905.0,1786790385.0,307955.0,0.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.14285714285714285
user_35,1787098340,device_35,user_35,1,35,CN,city_18,phone_35,"category_16,category_60,category_14,tag_55,tag_119,tag_65,tag_94",1730041629,1787444280,"{""interest_categories"":[""category_16"",""category_60"",""category_14""],""activity"":0.0994}",12.0,85.779,7.14825,6.0,3.0,6.0,1785190452.0,1786896663.0,201677.0,0.0,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,3.0,0.3333333333333333
user_36,1787098340,device_36,user_36,0,66,CN,city_11,phone_36,"category_3,category_39,category_48,tag_101,tag_50,tag_19,tag_62",1776900133,1787022577,"{""interest_categories"":[""category_3"",""category_39"",""category_48""],""activity"":0.06}",12.0,158.61599999999999,13.217999999999998,7.0,3.0,8.0,1785201549.0,1786807831.0,290509.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,3.0,0.1111111111111111
user_37,1787098340,device_37,user_37,1,43,US,city_16,phone_37,"category_54,category_47,category_8,tag_87,tag_3,tag_107,tag_125",1737557321,1787455578,"{""interest_categories"":[""category_54"",""category_47"",""category_8""],""activity"":0.0882}",14.0,132.988,9.499142857142857,11.0,3.0,11.0,1785095138.0,1786966123.0,132217.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,2.0,0.08333333333333333
user_38,1787098340,device_38,user_38,0,27,SG,city_6,phone_38,"category_34,category_61,category_59,tag_111,tag_68,tag_82,tag_62",1727917522,1787275198,"{""interest_categories"":[""category_34"",""category_61"",""category_59""],""activity"":0.3029}",17.0,28.799,1.6940588235294118,10.0,3.0,11.0,1785025117.0,1786868933.0,229407.0,0.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,1.0,0.26666666666666666
user_39,1787098340,device_39,user_39,1,57,SG,city_14,phone_39,"category_45,category_33,category_43,tag_71,tag_70,tag_2,tag_48",1738677992,1787116781,"{""interest_categories"":[""category_45"",""category_33"",""category_43""],""activity"":0.0938}",14.0,69.96000000000001,4.997142857142857,10.0,3.0,13.0,1785131853.0,1786681410.0,416930.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0
user_40,1787098340,device_40,user_40,0,37,JP,city_14,phone_40,"category_2,category_11,category_37,tag_56,tag_103,tag_62,tag_78",1734965121,1787038876,"{""interest_categories"":[""category_2"",""category_11"",""category_37""],""activity"":0.3556}",20.0,218.041,10.90205,10.0,3.0,12.0,1785371395.0,1786978179.0,120161.0,0.0,7.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,1.0,4.0,0.2
user_41,1787098340,device_41,user_41,1,33,JP,city_3,phone_41,"category_34,category_39,category_32,tag_59,tag_30,tag_49,tag_80",1770502673,1787108281,"{""interest_categories"":[""category_34"",""category_39"",""category_32""],""activity"":0.0789}",16.0,112.346,7.021625,10.0,3.0,11.0,1785256293.0,1787077000.0,21340.0,2.0,5.0,16.0,0.0,0.0,0.0,0.0,1.0,9.297,1.0,11.0,0.0,0.0,4.0,0.08333333333333333
user_42,1787098340,device_42,user_42,0,22,CN,city_18,phone_42,"category_24,category_37,category_29,tag_92,tag_45,tag_77,tag_3",1742217293,1787101277,"{""interest_categories"":[""category_24"",""category_37"",""category_29""],""activity"":0.4726}",8.0,39.925,4.990625,5.0,3.0,5.0,1785034723.0,1786721268.0,377072.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,0.16666666666666666
user_43,1787098340,device_43,user_43,1,52,CN,city_4,phone_43,"category_36,category_60,category_61,tag_112,tag_87,tag_47,tag_13",1752023447,1787538320,"{""interest_categories"":[""category_36"",""category_60"",""category_61""],""activity"":0.2974}",15.0,15.0,1.0,11.0,3.0,14.0,1785158023.0,1786703254.0,395086.0,0.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.06666666666666667
user_44,1787098340,device_44,user_44,0,55,CN,city_6,phone_44,"category_19,category_38,category_10,tag_63,tag_30,tag_106,tag_57",1746863923,1787552844,"{""interest_categories"":[""category_19"",""category_38"",""category_10""],""activity"":0.4209}",10.0,43.947,4.3947,3.0,2.0,5.0,1785626850.0,1786488328.0,610012.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,2.0,0.2857142857142857
user_45,1787098340,device_45,user_45,1,34,JP,city_14,phone_45,"category_27,category_33,category_10,tag_40,tag_61,tag_44,tag_19",1782833577,1787373280,"{""interest_categories"":[""category_27"",""category_33"",""category_10""],""activity"":0.1039}",3.0,3.0,1.0,3.0,2.0,3.0,1785028911.0,1786867965.0,230375.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
user_46,1787098340,device_46,user_46,0,34,SG,city_3,phone_46,"category_9,category_29,category_33,tag_50,tag_108,tag_29,tag_57",1734762299,1787019144,"{""interest_categories"":[""category_9"",""category_29"",""category_33""],""activity"":0.4933}",8.0,42.277,5.284625,5.0,2.0,6.0,1785035544.0,1786901559.0,196781.0,0.0,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0
user_47,1787098340,device_47,user_47,1,30,CN,city_8,phone_47,"category_59,category_38,category_51,tag_69,tag_126,tag_112,tag_20",1783288237,1787520237,"{""interest_categories"":[""category_59"",""category_38"",""category_51""],""activity"":0.2638}",12.0,55.853,4.654416666666667,8.0,3.0,9.0,1785589967.0,1786814455.0,283885.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,2.0,0.1
user_48,1787098340,device_48,user_48,0,58,CN,city_5,phone_48,"category_5,category_22,category_60,tag_113,tag_71,tag_46,tag_111",1762656053,1787279347,"{""interest_categories"":[""category_5"",""category_22"",""category_60""],""activity"":0.5422}",13.0,140.412,10.800923076923077,6.0,2.0,8.0,1785232106.0,1786546915.0,551425.0,0.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,1.0,2.0,0.2
user_49,1787098340,device_49,user_49,1,68,CN,city_17,phone_49,"category_42,category_52,category_63,tag_73,tag_102,tag_9,tag_116",1726980834,1787076407,"{""interest_categories"":[""category_42"",""category_52"",""category_63""],""activity"":0.1696}",12.0,110.857,9.238083333333334,8.0,3.0,9.0,1785170785.0,1787098166.0,174.0,1.0,5.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,0.0,2.0,0.1
user_50,1787098340,device_50,user_50,0,56,US,city_5,phone_50,"category_59,category_52,category_6,tag_48,tag_92,tag_127,tag_113",1776875234,1787585729,"{""interest_categories"":[""category_59"",""category_52"",""category_6""],""activity"":0.3275}",12.0,141.228,11.769,6.0,3.0,8.0,1785231453.0,1787066067.0,32273.0,3.0,3.0,12.0,0.0,0.0,0.0,0.0,2.0,21.707,0.0,8.0,0.0,0.0,4.0,0.0
user_51,1787098340,device_51,user_51,1,46,US,city_14,phone_51,"category_39,category_1,category_52,tag_23,tag_57,tag_29,tag_118",1757140916,1787110063,"{""interest_categories"":[""category_39"",""category_1"",""category_52""],""activity"":0.1674}",5.0,5.0,1.0,5.0,2.0,5.0,1785986874.0,1787086554.0,11786.0,1.0,2.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0
user_52,1787098340,device_52,user_52,0,25,SG,city_17,phone_52,"category_18,category_49,category_24,tag_34,tag_17,tag_70,tag_106",1746106001,1787102575,"{""interest_categories"":[""category_18"",""category_49"",""category_24""],""activity"":0.1646}",17.0,224.45499999999998,13.203235294117647,8.0,3.0,12.0,1785136879.0,1787040094.0,58246.0,1.0,6.0,17.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,12.0,0.0,0.0,3.0,0.14285714285714285
user_53,1787098340,device_53,user_53,1,40,US,city_15,phone_53,"category_61,category_44,category_42,tag_96,tag_116,tag_82,tag_48",1753283102,1787216251,"{""interest_categories"":[""category_61"",""category_44"",""category_42""],""activity"":0.2551}",6.0,6.0,1.0,4.0,2.0,6.0,1785391860.0,1786823510.0,274830.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0
user_54,1787098340,device_54,user_54,0,37,SG,city_2,phone_54,"category_4,category_16,category_42,tag_25,tag_112,tag_116,tag_3",1753517020,1787338104,"{""interest_categories"":[""category_4"",""category_16"",""category_42""],""activity"":0.3595}",10.0,76.332,7.6331999999999995,7.0,2.0,7.0,1785065035.0,1787021785.0,76555.0,1.0,3.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,7.0,0.0,0.0,1.0,0.2222222222222222
user_55,1787098340,device_55,user_55,1,44,US,city_9,phone_55,"category_42,category_48,category_40,tag_124,tag_9,tag_17,tag_60",1742493904,1787510611,"{""interest_categories"":[""category_42"",""category_48"",""category_40""],""activity"":0.3734}",16.0,215.99099999999999,13.499437499999999,8.0,3.0,10.0,1785078582.0,1786817478.0,280862.0,0.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,0.0,1.0,4.0,0.09090909090909091
user_56,1787098340,device_56,user_56,0,27,CN,city_19,phone_56,"category_3,category_5,category_41,tag_14,tag_75,tag_91,tag_95",1772940587,1787437760,"{""interest_categories"":[""category_3"",""category_5"",""category_41""],""activity"":0.2771}",11.0,63.656,5.786909090909091,8.0,3.0,9.0,1785109629.0,1787097678.0,662.0,2.0,2.0,11.0,0.0,0.0,1.0,54.656,1.0,54.656,1.0,9.0,0.0,0.0,1.0,0.1
user_57,1787098340,device_57,user_57,1,38,JP,city_13,phone_57,"category_48,category_30,category_63,tag_36,tag_59,tag_118,tag_65",1780067212,1787152813,"{""interest_categories"":[""category_48"",""category_30"",""category_63""],""activity"":0.3301}",21.0,114.94200000000001,5.473428571428572,9.0,3.0,14.0,1785032055.0,1786910787.0,187553.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,0.0,4.0,0.17647058823529413
user_58,1787098340,device_58,user_58,0,69,SG,city_8,phone_58,"category_32,category_58,category_38,tag_50,tag_98,tag_123,tag_27",1765211400,1787592995,"{""interest_categories"":[""category_32"",""category_58"",""category_38""],""activity"":0.1556}",7.0,43.896,6.270857142857143,6.0,3.0,6.0,1785290367.0,1787008599.0,89741.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0
user_59,1787098340,device_59,user_59,1,56,CN,city_1,phone_59,"category_1,category_6,category_63,tag_73,tag_58,tag_90,tag_56",1740787076,1787472577,"{""interest_categories"":[""category_1"",""category_6"",""category_63""],""activity"":0.3015}",16.0,162.697,10.1685625,10.0,3.0,11.0,1785055062.0,1786659472.0,438868.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,4.0,0.08333333333333333
