id,device_id,name,gender,age,country,city,phone,tags,register_time,login_time,ext_fields,event_count,event_value_sum,event_value_mean,event_active_days,event_unique_scene_count,event_unique_item_count,event_first_time,event_last_time,event_recency_seconds,event_count_1d,event_count_7d,event_count_30d,event_click_count,event_expose_count,event_buy_count,event_collect_count,event_stay_count,event_click_rate
user_41,1e931d7e-5ce4-11ed-805c-0000000022d5,name_41,1,28,country_0,city_0,phone_41,tags_71,1667247962,1667590717,{},13,13,1.0,6,3,13,1667143141,1667590624,46407.0,1,13,13,13,0,0,0,0,1.0
user_42,1e931f0e-5ce4-11ed-8052-000000001364,name_42,0,39,country_0,city_6,phone_42,tags_65,1667082001,1667166807,{},7,7,1.0,5,3,7,1667075963,1667570042,66989.0,1,7,7,7,0,0,0,0,1.0
user_43,1e93209e-5ce4-11ed-8029-0000000009fd,name_43,1,14,country_0,city_8,phone_43,tags_83,1667167772,1667241514,{},13,13,1.0,6,3,13,1667082087,1667583468,53563.0,2,13,13,13,0,0,0,0,1.0
user_44,1e93222e-5ce4-11ed-8036-000000000b99,name_44,1,63,country_0,city_2,phone_44,tags_20,1667550009,1667469299,{},9,9,1.0,4,2,9,1667064041,1667627618,9413.0,4,9,9,9,0,0,0,0,1.0
user_45,1e9323be-5ce4-11ed-8032-000000001de8,name_45,0,56,country_0,city_9,phone_45,tags_61,1667564175,1667250210,{},11,11,1.0,7,3,11,1667079452,1667623101,13930.0,2,11,11,11,0,0,0,0,1.0
user_46,1e93254e-5ce4-11ed-8029-00000000024a,name_46,1,33,country_0,city_2,phone_46,tags_32,1667316759,1667477562,{},14,14,1.0,6,3,14,1667141746,1667594359,42672.0,2,14,14,14,0,0,0,0,1.0
user_47,1e9326de-5ce4-11ed-805f-000000000f93,name_47,1,42,country_0,city_9,phone_47,tags_69,1667493057,1667069418,{},10,10,1.0,6,3,10,1667034368,1667589659,47372.0,1,10,10,10,0,0,0,0,1.0
user_48,1e932864-5ce4-11ed-8060-00000000255f,name_48,1,30,country_0,city_6,phone_48,tags_47,1667310571,1667335600,{},6,6,1.0,3,2,6,1667131253,1667609259,27772.0,1,6,6,6,0,0,0,0,1.0
user_49,1e9329f4-5ce4-11ed-801d-000000002180,name_49,1,76,country_0,city_6,phone_49,tags_70,1667544300,1667120334,{},11,11,1.0,5,3,11,1667150823,1667625169,11862.0,6,11,11,11,0,0,0,0,1.0
user_50,1e932b84-5ce4-11ed-8056-000000002699,name_50,1,90,country_0,city_9,phone_50,tags_91,1667077485,1667609668,{},8,8,1.0,5,3,8,1667044851,1667550476,86555.0,0,8,8,8,0,0,0,0,1.0
user_51,1e932d14-5ce4-11ed-8003-000000001128,name_51,1,77,country_0,city_0,phone_51,tags_95,1667108132,1667210242,{},13,13,1.0,6,3,13,1667123358,1667586001,51030.0,3,13,13,13,0,0,0,0,1.0
user_52,1e932ec2-5ce4-11ed-802f-0000000012fa,name_52,0,75,country_0,city_7,phone_52,tags_20,1667413923,1667431710,{},8,8,1.0,4,3,8,1667033612,1667592836,44195.0,2,8,8,8,0,0,0,0,1.0
user_53,1e933052-5ce4-11ed-8005-00000000017a,name_53,1,4,country_0,city_2,phone_53,tags_79,1667414154,1667122783,{},12,12,1.0,7,3,12,1667033203,1667625671,11360.0,1,12,12,12,0,0,0,0,1.0
user_54,1e9331e2-5ce4-11ed-800e-000000000775,name_54,0,82,country_0,city_1,phone_54,tags_15,1667239005,1667213316,{},13,13,1.0,7,3,13,1667045723,1667576140,60891.0,1,13,13,13,0,0,0,0,1.0
user_55,1e933372-5ce4-11ed-8060-000000001cd0,name_55,0,73,country_0,city_8,phone_55,tags_26,1667150689,1667327568,{},11,11,1.0,6,3,11,1667085701,1667564067,72964.0,2,11,11,11,0,0,0,0,1.0
user_56,1e9334f8-5ce4-11ed-8033-000000001aad,name_56,1,84,country_0,city_6,phone_56,tags_66,1667620563,1667225799,{},13,13,1.0,8,3,13,1667075065,1667611637,25394.0,2,13,13,13,0,0,0,0,1.0
user_57,1e93367e-5ce4-11ed-800b-00000000127e,name_57,0,67,country_0,city_4,phone_57,tags_84,1667547495,1667493967,{},6,6,1.0,5,3,6,1667110021,1667636883,148.0,1,6,6,6,0,0,0,0,1.0
user_58,1e93380e-5ce4-11ed-804a-000000002069,name_58,1,88,country_0,city_9,phone_58,tags_31,1667101947,1667461493,{},8,8,1.0,5,3,8,1667187259,1667591450,45581.0,1,8,8,8,0,0,0,0,1.0
user_59,1e9339bc-5ce4-11ed-8003-000000002461,name_59,0,45,country_0,city_4,phone_59,tags_86,1667268625,1667558775,{},10,10,1.0,5,3,10,1667130664,1667572552,64479.0,1,10,10,10,0,0,0,0,1.0
user_60,1e933b56-5ce4-11ed-805b-000000001c8d,name_60,0,23,country_0,city_2,phone_60,tags_64,1667052553,1667198786,{},10,10,1.0,6,3,10,1667117470,1667579337,57694.0,1,10,10,10,0,0,0,0,1.0
user_61,1e933ce6-5ce4-11ed-804a-000000001fae,name_61,1,42,country_0,city_0,phone_61,tags_45,1667585638,1667217839,{},8,8,1.0,4,3,8,1667101822,1667565568,71463.0,1,8,8,8,0,0,0,0,1.0
user_62,1e933e9e-5ce4-11ed-8019-000000000283,name_62,1,5,country_0,city_6,phone_62,tags_85,1667628448,1667512707,{},11,11,1.0,5,3,11,1667045316,1667590484,46547.0,2,11,11,11,0,0,0,0,1.0
user_63,1e93402e-5ce4-11ed-804f-000000001275,name_63,0,84,country_0,city_6,phone_63,tags_15,1667285722,1667382180,{},5,5,1.0,4,3,5,1667121553,1667536424,100607.0,0,5,5,5,0,0,0,0,1.0
user_64,1e9341dc-5ce4-11ed-804e-000000001ddb,name_64,1,38,country_0,city_3,phone_64,tags_38,1667071976,1667247421,{},6,6,1.0,5,3,6,1667122442,1667521650,115381.0,0,6,6,6,0,0,0,0,1.0
user_65,1e934380-5ce4-11ed-805c-00000000201c,name_65,0,25,country_0,city_8,phone_65,tags_12,1667255320,1667220983,{},10,10,1.0,4,3,10,1667224415,1667597917,39114.0,1,10,10,10,0,0,0,0,1.0
user_66,1e93451a-5ce4-11ed-8000-00000000269e,name_66,1,35,country_0,city_0,phone_66,tags_76,1667341221,1667575490,{},9,9,1.0,6,3,9,1667079225,1667551080,85951.0,1,9,9,9,0,0,0,0,1.0
user_67,1e9346b4-5ce4-11ed-8062-000000001fa1,name_67,1,6,country_0,city_3,phone_67,tags_17,1667058299,1667548153,{},14,14,1.0,7,3,14,1667048706,1667599437,37594.0,1,14,14,14,0,0,0,0,1.0
user_68,1e934858-5ce4-11ed-8008-00000000033c,name_68,1,52,country_0,city_8,phone_68,tags_28,1667250642,1667130087,{},18,18,1.0,7,3,18,1667117312,1667633124,3907.0,3,18,18,18,0,0,0,0,1.0
user_69,1e934eca-5ce4-11ed-8027-0000000012e3,name_69,0,91,country_0,city_0,phone_69,tags_91,1667474784,1667471241,{},13,13,1.0,8,3,13,1667051967,1667607754,29277.0,5,13,13,13,0,0,0,0,1.0
user_70,1e9350be-5ce4-11ed-8041-0000000009d0,name_70,1,12,country_0,city_5,phone_70,tags_22,1667172169,1667072419,{},10,10,1.0,6,2,10,1667039787,1667610494,26537.0,3,10,10,10,0,0,0,0,1.0
user_71,1e93526c-5ce4-11ed-8014-00000000196d,name_71,0,68,country_0,city_0,phone_71,tags_65,1667335704,1667231720,{},10,10,1.0,6,3,10,1667091379,1667587993,49038.0,1,10,10,10,0,0,0,0,1.0
user_72,1e935406-5ce4-11ed-804e-000000002433,name_72,1,93,country_0,city_9,phone_72,tags_39,1667062689,1667405649,{},9,9,1.0,6,3,9,1667047430,1667621419,15612.0,4,9,9,9,0,0,0,0,1.0
user_73,1e9355a0-5ce4-11ed-8005-000000000608,name_73,1,32,country_0,city_2,phone_73,tags_4,1667476597,1667560615,{},7,7,1.0,5,3,7,1667083472,1667411081,225950.0,0,7,7,7,0,0,0,0,1.0
user_74,1e935744-5ce4-11ed-8051-00000000151e,name_74,0,85,country_0,city_1,phone_74,tags_80,1667369433,1667113659,{},5,5,1.0,4,3,5,1667034435,1667436632,200399.0,0,5,5,5,0,0,0,0,1.0
user_75,1e9358de-5ce4-11ed-805e-0000000021b8,name_75,0,81,country_0,city_0,phone_75,tags_40,1667493946,1667267829,{},7,7,1.0,4,3,7,1667237296,1667627681,9350.0,3,7,7,7,0,0,0,0,1.0
user_76,1e935a8c-5ce4-11ed-801b-000000002044,name_76,1,91,country_0,city_2,phone_76,tags_64,1667515768,1667054717,{},9,9,1.0,4,3,9,1667050026,1667595088,41943.0,2,9,9,9,0,0,0,0,1.0
user_77,1e935c30-5ce4-11ed-805d-00000000226e,name_77,1,96,country_0,city_0,phone_77,tags_32,1667569454,1667367729,{},13,13,1.0,7,3,13,1667056416,1667539541,97490.0,0,13,13,13,0,0,0,0,1.0
user_78,1e935dd4-5ce4-11ed-801c-0000000005fd,name_78,0,11,country_0,city_5,phone_78,tags_29,1667570374,1667267203,{},14,14,1.0,7,3,14,1667034837,1667614456,22575.0,3,14,14,14,0,0,0,0,1.0
user_79,1e935f6e-5ce4-11ed-800f-0000000004b7,name_79,1,88,country_0,city_7,phone_79,tags_12,1667193758,1667585647,{},10,10,1.0,7,3,10,1667047961,1667627487,9544.0,3,10,10,10,0,0,0,0,1.0
user_80,1e936108-5ce4-11ed-801a-000000000e44,name_80,0,9,country_0,city_4,phone_80,tags_94,1667291299,1667389403,{},13,13,1.0,6,3,13,1667080297,1667615573,21458.0,3,13,13,13,0,0,0,0,1.0
user_81,1e9362a2-5ce4-11ed-8047-0000000007fc,name_81,0,29,country_0,city_9,phone_81,tags_77,1667574223,1667218961,{},9,9,1.0,6,3,9,1667060854,1667576889,60142.0,1,9,9,9,0,0,0,0,1.0
user_82,1e93643c-5ce4-11ed-8028-0000000019ee,name_82,0,93,country_0,city_3,phone_82,tags_58,1667580457,1667548783,{},10,10,1.0,6,3,10,1667110521,1667594181,42850.0,2,10,10,10,0,0,0,0,1.0
user_83,1e9365e0-5ce4-11ed-8057-000000000183,name_83,0,57,country_0,city_4,phone_83,tags_90,1667185814,1667112280,{},9,9,1.0,6,3,9,1667070901,1667574662,62369.0,2,9,9,9,0,0,0,0,1.0
user_84,1e93677a-5ce4-11ed-801d-0000000007e8,name_84,1,27,country_0,city_5,phone_84,tags_100,1667331577,1667454706,{},6,6,1.0,3,3,6,1667049855,1667362638,274393.0,0,6,6,6,0,0,0,0,1.0
user_85,1e93691e-5ce4-11ed-8017-000000000c5d,name_85,0,80,country_0,city_2,phone_85,tags_62,1667055320,1667145864,{},9,9,1.0,6,3,9,1667094795,1667567383,69648.0,1,9,9,9,0,0,0,0,1.0
user_86,1e936ac2-5ce4-11ed-8036-000000000d60,name_86,1,59,country_0,city_5,phone_86,tags_0,1667628978,1667489467,{},6,6,1.0,5,3,6,1667091024,1667619616,17415.0,1,6,6,6,0,0,0,0,1.0
user_87,1e936c70-5ce4-11ed-8028-00000000197a,name_87,1,20,country_0,city_0,phone_87,tags_41,1667189285,1667402598,{},11,11,1.0,7,3,11,1667043825,1667623363,13668.0,3,11,11,11,0,0,0,0,1.0
user_88,1e936e82-5ce4-11ed-801b-000000000a46,name_88,0,11,country_0,city_5,phone_88,tags_70,1667424082,1667048793,{},11,11,1.0,4,3,11,1667191629,1667628621,8410.0,1,11,11,11,0,0,0,0,1.0
user_89,1e937080-5ce4-11ed-800c-000000001b65,name_89,0,31,country_0,city_0,phone_89,tags_56,1667615608,1667225075,{},8,8,1.0,6,3,8,1667062595,1667616931,20100.0,2,8,8,8,0,0,0,0,1.0
user_90,1e9372e2-5ce4-11ed-805d-000000000120,name_90,0,50,country_0,city_5,phone_90,tags_77,1667106562,1667509471,{},13,13,1.0,7,3,13,1667065212,1667627353,9678.0,2,13,13,13,0,0,0,0,1.0
user_91,1e937526-5ce4-11ed-801e-0000000016d2,name_91,0,93,country_0,city_0,phone_91,tags_27,1667387024,1667324168,{},12,12,1.0,6,3,12,1667043637,1667591160,45871.0,2,12,12,12,0,0,0,0,1.0
user_92,1e937742-5ce4-11ed-802e-0000000012bc,name_92,0,4,country_0,city_4,phone_92,tags_88,1667263996,1667265276,{},10,10,1.0,7,3,10,1667132209,1667617599,19432.0,2,10,10,10,0,0,0,0,1.0
user_93,1e937968-5ce4-11ed-8010-00000000085c,name_93,1,70,country_0,city_4,phone_93,tags_31,1667490479,1667116044,{},2,2,1.0,2,2,2,1667304657,1667571043,65988.0,1,2,2,2,0,0,0,0,1.0
user_94,1e937b8e-5ce4-11ed-8032-000000001374,name_94,0,18,country_0,city_6,phone_94,tags_49,1667075940,1667606023,{},4,4,1.0,4,2,4,1667063225,1667489356,147675.0,0,4,4,4,0,0,0,0,1.0
user_95,1e937e22-5ce4-11ed-802b-000000001ae5,name_95,1,54,country_0,city_8,phone_95,tags_66,1667034142,1667606721,{},8,8,1.0,4,3,8,1667076638,1667572824,64207.0,2,8,8,8,0,0,0,0,1.0
user_96,1e938052-5ce4-11ed-8045-0000000024b3,name_96,1,67,country_0,city_8,phone_96,tags_82,1667230105,1667588995,{},14,14,1.0,6,3,14,1667053707,1667578873,58158.0,2,14,14,14,0,0,0,0,1.0
user_97,1e938278-5ce4-11ed-8064-00000000139a,name_97,0,12,country_0,city_5,phone_97,tags_17,1667122582,1667395003,{},5,5,1.0,4,3,5,1667055991,1667614374,22657.0,1,5,5,5,0,0,0,0,1.0
user_98,1e93852a-5ce4-11ed-802b-0000000013e5,name_98,1,100,country_0,city_5,phone_98,tags_76,1667078565,1667434744,{},10,10,1.0,5,3,10,1667060133,1667627898,9133.0,1,10,10,10,0,0,0,0,1.0
user_99,1e938778-5ce4-11ed-8016-0000000016d3,name_99,1,92,country_0,city_2,phone_99,tags_42,1667445992,1667208424,{},14,14,1.0,7,3,14,1667057482,1667627833,9198.0,2,14,14,14,0,0,0,0,1.0
user_100,1e9389c6-5ce4-11ed-805c-000000001a6c,name_100,0,100,country_0,city_9,phone_100,tags_51,1667391647,1667052829,{},4,4,1.0,2,2,4,1667192316,1667431107,205924.0,0,4,4,4,0,0,0,0,1.0
user_101,1e938c14-5ce4-11ed-8058-00000000047a,name_101,1,30,country_0,city_4,phone_101,tags_91,1667125330,1667489157,{},10,10,1.0,6,3,10,1667032987,1667579741,57290.0,1,10,10,10,0,0,0,0,1.0
user_102,1e938e6c-5ce4-11ed-8003-0000000018ee,name_102,0,69,country_0,city_2,phone_102,tags_0,1667379023,1667108014,{},13,13,1.0,5,3,13,1667113299,1667587487,49544.0,1,13,13,13,0,0,0,0,1.0
user_103,1e9390b0-5ce4-11ed-804d-000000000f54,name_103,0,54,country_0,city_3,phone_103,tags_87,1667570010,1667348092,{},14,14,1.0,7,3,14,1667035838,1667629817,7214.0,2,14,14,14,0,0,0,0,1.0
user_104,1e939312-5ce4-11ed-802c-000000000795,name_104,0,87,country_0,city_0,phone_104,tags_29,1667054310,1667460960,{},10,10,1.0,5,3,10,1667108431,1667554965,82066.0,1,10,10,10,0,0,0,0,1.0
user_105,1e93956a-5ce4-11ed-8013-000000001a70,name_105,1,9,country_0,city_7,phone_105,tags_13,1667407564,1667448321,{},5,5,1.0,4,3,5,1667184406,1667536982,100049.0,0,5,5,5,0,0,0,0,1.0
user_106,1e9397d6-5ce4-11ed-8060-00000000180b,name_106,1,37,country_0,city_3,phone_106,tags_10,1667636813,1667319722,{},10,10,1.0,6,3,10,1667056077,1667612590,24441.0,1,10,10,10,0,0,0,0,1.0
user_107,1e939a56-5ce4-11ed-801f-000000000740,name_107,0,83,country_0,city_5,phone_107,tags_76,1667377674,1667550089,{},12,12,1.0,6,3,12,1667060999,1667595313,41718.0,2,12,12,12,0,0,0,0,1.0
user_108,1e939ccc-5ce4-11ed-8061-0000000020f7,name_108,1,72,country_0,city_1,phone_108,tags_100,1667098572,1667554645,{},12,12,1.0,5,3,12,1667126218,1667578359,58672.0,1,12,12,12,0,0,0,0,1.0
user_109,1e939f2e-5ce4-11ed-8024-000000001edc,name_109,1,80,country_0,city_4,phone_109,tags_13,1667081145,1667301007,{},10,10,1.0,5,3,10,1667096296,1667550219,86812.0,0,10,10,10,0,0,0,0,1.0
user_110,1e93a186-5ce4-11ed-802b-000000000df5,name_110,1,30,country_0,city_5,phone_110,tags_51,1667186610,1667560591,{},6,6,1.0,5,3,6,1667062020,1667529308,107723.0,0,6,6,6,0,0,0,0,1.0
user_111,1e93a3d4-5ce4-11ed-8013-00000000225c,name_111,0,88,country_0,city_9,phone_111,tags_0,1667278306,1667410857,{},7,7,1.0,5,2,7,1667113238,1667625383,11648.0,2,7,7,7,0,0,0,0,1.0
user_112,1e93a62c-5ce4-11ed-8046-000000002606,name_112,0,13,country_0,city_5,phone_112,tags_8,1667542601,1667098219,{},9,9,1.0,6,3,9,1667056191,1667625756,11275.0,4,9,9,9,0,0,0,0,1.0
user_113,1e93a884-5ce4-11ed-800a-000000002089,name_113,1,89,country_0,city_1,phone_113,tags_85,1667239973,1667584933,{},12,12,1.0,6,3,12,1667100848,1667572456,64575.0,3,12,12,12,0,0,0,0,1.0
user_114,1e93aaf0-5ce4-11ed-8008-00000000127f,name_114,0,6,country_0,city_4,phone_114,tags_43,1667124125,1667118204,{},14,14,1.0,8,3,14,1667041496,1667622662,14369.0,2,14,14,14,0,0,0,0,1.0
user_115,1e93ad3e-5ce4-11ed-804e-0000000003b2,name_115,1,21,country_0,city_2,phone_115,tags_47,1667346661,1667599385,{},8,8,1.0,5,3,8,1667191447,1667623500,13531.0,1,8,8,8,0,0,0,0,1.0
user_116,1e93af8c-5ce4-11ed-8023-000000001580,name_116,0,29,country_0,city_3,phone_116,tags_35,1667379196,1667149938,{},9,9,1.0,6,3,9,1667046789,1667598433,38598.0,1,9,9,9,0,0,0,0,1.0
user_117,1e93b1da-5ce4-11ed-8028-00000000181a,name_117,1,35,country_0,city_0,phone_117,tags_24,1667593572,1667258216,{},12,12,1.0,8,3,12,1667054320,1667635890,1141.0,1,12,12,12,0,0,0,0,1.0
